14337,Single,80.3125,87.5000,86.8750,86.2500,85.6250,85.0000,84.8750,84.7500,84.6250,84.5000,82.5625,80.6250,78.6875,76.7500,79.8125,82.8750,85.9375,89.0000,87.5625,86.1250,84.6875,83.2500,81.1250,79.0000
16386,Single,45.1250,52.0000,47.8750,43.7500,39.6250,35.5000,36.6875,37.8750,39.0625,40.2500,42.0625,43.8750,45.6875,47.5000,46.8125,46.1250,45.4375,44.7500,44.1875,43.6250,43.0625,42.5000,39.8750,37.2500
4101,Bidirection,5.3125,6.0000,6.6875,7.3750,8.0625,8.7500,9.1250,9.5000,9.8750,10.2500,9.6250,9.0000,8.3750,7.7500,7.4375,7.1250,6.8125,6.5000,6.5625,6.6250,6.6875,6.7500,6.3750,6.0000
1003526,Bidirection,3.0000,3.7500,4.0000,4.2500,4.5000,4.7500,4.8125,4.8750,4.9375,5.0000,4.6875,4.3750,4.0625,3.7500,3.7500,3.7500,3.7500,3.7500,4.0625,4.3750,4.6875,5.0000,5.0000,5.0000
1006593,Bidirection,10.3750,10.7500,12.5625,14.3750,16.1875,18.0000,19.1250,20.2500,21.3750,22.5000,22.6875,22.8750,23.0625,23.2500,22.3750,21.5000,20.6250,19.7500,20.3125,20.8750,21.4375,22.0000,22.6875,23.3750
1003529,Bidirection,1.0625,1.2500,1.4375,1.6250,1.8125,2.0000,1.8750,1.7500,1.6250,1.5000,1.7500,2.0000,2.2500,2.5000,2.8125,3.1250,3.4375,3.7500,3.2500,2.7500,2.2500,1.7500,1.9375,2.1250
11275,Bidirection,9.3125,10.2500,11.3750,12.5000,13.6250,14.7500,14.7500,14.7500,14.7500,14.7500,13.9375,13.1250,12.3125,11.5000,12.2500,13.0000,13.7500,14.5000,15.5000,16.5000,17.5000,18.5000,16.9375,15.3750
14846,Single,21.8125,24.5000,24.4375,24.3750,24.3125,24.2500,23.6875,23.1250,22.5625,22.0000,23.1875,24.3750,25.5625,26.7500,27.1875,27.6250,28.0625,28.5000,29.6250,30.7500,31.8750,33.0000,30.0000,27.0000
3074,Bidirection,2.9375,3.5000,3.9375,4.3750,4.8125,5.2500,5.8125,6.3750,6.9375,7.5000,7.1250,6.7500,6.3750,6.0000,5.3750,4.7500,4.1250,3.5000,3.9375,4.3750,4.8125,5.2500,5.2500,5.2500
1011726,Bidirection,1.8125,2.2500,3.0000,3.7500,4.5000,5.2500,5.1250,5.0000,4.8750,4.7500,5.2500,5.7500,6.2500,6.7500,6.8750,7.0000,7.1250,7.2500,7.1250,7.0000,6.8750,6.7500,6.3750,6.0000
16400,Single,18.1875,20.2500,20.5000,20.7500,21.0000,21.2500,21.0625,20.8750,20.6875,20.5000,23.6250,26.7500,29.8750,33.0000,30.3125,27.6250,24.9375,22.2500,22.8125,23.3750,23.9375,24.5000,26.1875,27.8750
1008657,Single,7.7500,7.7500,8.1250,8.5000,8.8750,9.2500,11.4375,13.6250,15.8125,18.0000,17.5625,17.1250,16.6875,16.2500,15.7500,15.2500,14.7500,14.2500,14.3750,14.5000,14.6250,14.7500,14.7500,14.7500
7186,Single,8.9375,10.5000,10.4375,10.3750,10.3125,10.2500,11.5625,12.8750,14.1875,15.5000,13.9375,12.3750,10.8125,9.2500,10.4375,11.6250,12.8125,14.0000,12.6875,11.3750,10.0625,8.7500,8.6875,8.6250
1008659,Single,6.6250,7.2500,8.5625,9.8750,11.1875,12.5000,12.5625,12.6250,12.6875,12.7500,12.1875,11.6250,11.0625,10.5000,10.5000,10.5000,10.5000,10.5000,10.8750,11.2500,11.6250,12.0000,11.5625,11.1250
2072,Bidirection,2.1875,2.5000,2.6875,2.8750,3.0625,3.2500,3.8125,4.3750,4.9375,5.5000,5.3125,5.1250,4.9375,4.7500,4.8125,4.8750,4.9375,5.0000,5.0000,5.0000,5.0000,5.0000,4.6250,4.2500
1004571,Single,17.9375,19.0000,19.2500,19.5000,19.7500,20.0000,20.1250,20.2500,20.3750,20.5000,18.8750,17.2500,15.6250,14.0000,15.3125,16.6250,17.9375,19.2500,19.7500,20.2500,20.7500,21.2500,20.3750,19.5000
3930,Bidirection,3.3750,4.0000,3.8750,3.7500,3.6250,3.5000,3.8750,4.2500,4.6250,5.0000,4.8125,4.6250,4.4375,4.2500,4.3125,4.3750,4.4375,4.5000,4.1875,3.8750,3.5625,3.2500,3.2500,3.2500
